"","groups"
"ENSG00000116176",2
"ENSG00000116183",2
"ENSG00000116191",2
"ENSG00000116194",2
"ENSG00000116198",2
"ENSG00000116199",2
"ENSG00000116205",2
"ENSG00000116209",1
"ENSG00000116212",2
"ENSG00000116213",2
"ENSG00000116218",3
"ENSG00000116221",1
"ENSG00000116237",2
"ENSG00000116251",1
"ENSG00000116254",2
"ENSG00000116260",2
"ENSG00000116266",2
"ENSG00000116273",2
"ENSG00000116285",3
"ENSG00000116288",3
"ENSG00000116299",2
"ENSG00000116329",2
"ENSG00000116337",2
"ENSG00000116350",1
"ENSG00000116353",2
"ENSG00000116396",2
"ENSG00000116406",2
"ENSG00000116455",2
"ENSG00000116459",3
"ENSG00000116473",2
"ENSG00000116478",1
"ENSG00000116489",1
"ENSG00000116497",2
"ENSG00000116514",2
"ENSG00000116521",1
"ENSG00000116525",2
"ENSG00000116539",2
"ENSG00000116544",2
"ENSG00000116560",3
"ENSG00000116574",2
"ENSG00000116580",2
"ENSG00000116584",2
"ENSG00000116586",1
"ENSG00000116604",1
"ENSG00000116641",2
"ENSG00000116649",1
"ENSG00000116661",1
"ENSG00000116663",2
"ENSG00000116667",2
"ENSG00000116668",2
"ENSG00000116670",2
"ENSG00000116675",1
"ENSG00000116678",2
"ENSG00000116679",1
"ENSG00000116685",1
"ENSG00000116688",1
"ENSG00000116690",1
"ENSG00000116691",2
"ENSG00000116698",1
"ENSG00000116701",2
"ENSG00000116703",2
"ENSG00000116704",2
"ENSG00000116711",2
"ENSG00000116717",1
"ENSG00000116721",2
"ENSG00000116726",2
"ENSG00000116729",1
"ENSG00000116731",2
"ENSG00000116741",1
"ENSG00000116745",2
"ENSG00000116747",2
"ENSG00000116748",2
"ENSG00000116750",2
"ENSG00000116752",1
"ENSG00000116754",1
"ENSG00000116761",2
"ENSG00000116771",1
"ENSG00000116774",1
"ENSG00000116783",2
"ENSG00000116785",2
"ENSG00000116786",1
"ENSG00000116791",1
"ENSG00000116793",2
"ENSG00000116809",2
"ENSG00000116815",2
"ENSG00000116819",2
"ENSG00000116824",2
"ENSG00000116830",2
"ENSG00000116833",2
"ENSG00000116852",1
"ENSG00000116857",1
"ENSG00000116863",1
"ENSG00000116871",1
"ENSG00000116874",2
"ENSG00000116882",1
"ENSG00000116885",2
"ENSG00000116898",2
"ENSG00000116903",2
"ENSG00000116906",1
"ENSG00000116918",2
"ENSG00000116922",2
"ENSG00000116954",2
"ENSG00000116962",3
"ENSG00000116977",2
"ENSG00000116981",2
"ENSG00000116983",1
"ENSG00000116984",2
"ENSG00000116985",2
"ENSG00000116990",2
"ENSG00000116991",1
"ENSG00000116996",2
"ENSG00000117000",2
"ENSG00000117009",2
"ENSG00000117010",2
"ENSG00000117013",2
"ENSG00000117016",1
"ENSG00000117020",1
"ENSG00000117036",2
"ENSG00000117054",1
"ENSG00000117069",2
"ENSG00000117090",2
"ENSG00000117091",2
"ENSG00000117114",1
"ENSG00000117115",2
"ENSG00000117118",1
"ENSG00000117122",1
"ENSG00000117133",1
"ENSG00000117139",1
"ENSG00000117143",2
"ENSG00000117148",2
"ENSG00000117151",2
"ENSG00000117152",1
"ENSG00000117153",2
"ENSG00000117154",1
"ENSG00000117155",2
"ENSG00000117174",2
"ENSG00000117215",2
"ENSG00000117222",2
"ENSG00000117226",2
"ENSG00000117228",2
"ENSG00000117245",2
"ENSG00000117262",2
"ENSG00000117266",2
"ENSG00000117280",2
"ENSG00000117281",2
"ENSG00000117298",1
"ENSG00000117305",2
"ENSG00000117308",2
"ENSG00000117318",3
"ENSG00000117322",2
"ENSG00000117335",1
"ENSG00000117360",2
"ENSG00000117362",1
"ENSG00000117385",2
"ENSG00000117394",3
"ENSG00000117395",2
"ENSG00000117399",1
"ENSG00000117400",2
"ENSG00000117407",2
"ENSG00000117408",2
"ENSG00000117410",1
"ENSG00000117411",1
"ENSG00000117419",1
"ENSG00000117425",1
"ENSG00000117448",1
"ENSG00000117450",3
"ENSG00000117461",1
"ENSG00000117472",2
"ENSG00000117475",2
"ENSG00000117477",2
"ENSG00000117479",1
"ENSG00000117480",2
"ENSG00000117481",2
"ENSG00000117500",2
"ENSG00000117501",2
"ENSG00000117505",2
"ENSG00000117519",3
"ENSG00000117523",1
"ENSG00000117525",1
"ENSG00000117528",2
"ENSG00000117533",2
"ENSG00000117543",2
"ENSG00000117560",2
"ENSG00000117569",2
"ENSG00000117586",2
"ENSG00000117592",3
"ENSG00000117593",2
"ENSG00000117594",3
"ENSG00000117595",2
"ENSG00000117597",2
"ENSG00000117598",2
"ENSG00000117600",2
"ENSG00000117601",4
"ENSG00000117602",2
"ENSG00000117614",2
"ENSG00000117616",1
"ENSG00000117620",2
"ENSG00000117625",2
"ENSG00000117632",3
"ENSG00000117640",1
"ENSG00000117643",2
"ENSG00000117650",2
"ENSG00000117676",2
"ENSG00000117682",2
"ENSG00000117691",1
"ENSG00000117697",2
"ENSG00000117707",2
"ENSG00000117713",1
"ENSG00000117724",1
"ENSG00000117748",1
"ENSG00000117751",1
"ENSG00000117758",1
"ENSG00000117791",1
"ENSG00000117834",2
"ENSG00000117859",2
"ENSG00000117862",1
"ENSG00000117868",2
"ENSG00000117877",2
"ENSG00000117899",2
"ENSG00000117906",1
"ENSG00000117971",2
"ENSG00000117983",2
"ENSG00000117984",3
"ENSG00000118004",2
"ENSG00000118007",2
"ENSG00000118017",2
"ENSG00000118046",2
"ENSG00000118058",2
"ENSG00000118094",2
"ENSG00000118096",2
"ENSG00000118113",2
"ENSG00000118137",5
"ENSG00000118156",2
"ENSG00000118160",1
"ENSG00000118162",2
"ENSG00000118181",3
"ENSG00000118193",2
"ENSG00000118194",3
"ENSG00000118197",2
"ENSG00000118200",2
"ENSG00000118217",2
"ENSG00000118231",2
"ENSG00000118242",2
"ENSG00000118245",4
"ENSG00000118246",2
"ENSG00000118257",2
"ENSG00000118260",2
"ENSG00000118263",2
"ENSG00000118271",4
"ENSG00000118276",2
"ENSG00000118292",2
"ENSG00000118298",2
"ENSG00000118307",2
"ENSG00000118308",2
"ENSG00000118322",2
"ENSG00000118363",2
"ENSG00000118369",2
"ENSG00000118402",2
"ENSG00000118407",2
"ENSG00000118418",3
"ENSG00000118420",2
"ENSG00000118432",2
"ENSG00000118434",2
"ENSG00000118454",2
"ENSG00000118473",2
"ENSG00000118482",2
"ENSG00000118491",2
"ENSG00000118492",2
"ENSG00000118495",1
"ENSG00000118496",2
"ENSG00000118503",2
"ENSG00000118507",2
"ENSG00000118508",2
"ENSG00000118513",2
"ENSG00000118514",1
"ENSG00000118515",2
"ENSG00000118518",1
"ENSG00000118520",3
"ENSG00000118523",3
"ENSG00000118526",1
"ENSG00000118557",2
"ENSG00000118564",1
"ENSG00000118579",2
"ENSG00000118596",2
"ENSG00000118600",2
"ENSG00000118620",2
"ENSG00000118640",1
"ENSG00000118655",2
"ENSG00000118680",3
"ENSG00000118689",2
"ENSG00000118690",2
"ENSG00000118702",2
"ENSG00000118705",3
"ENSG00000118707",1
"ENSG00000118729",3
"ENSG00000118733",2
"ENSG00000118762",2
"ENSG00000118777",2
"ENSG00000118785",3
"ENSG00000118804",2
"ENSG00000118816",3
"ENSG00000118849",2
"ENSG00000118855",2
"ENSG00000118873",2
"ENSG00000118894",2
"ENSG00000118898",2
"ENSG00000118900",2
"ENSG00000118922",2
"ENSG00000118939",2
"ENSG00000118946",2
"ENSG00000118960",2
"ENSG00000118961",2
"ENSG00000118965",2
"ENSG00000118971",1
"ENSG00000118972",2
"ENSG00000118985",2
"ENSG00000118997",2
"ENSG00000119004",2
"ENSG00000119013",3
"ENSG00000119041",2
"ENSG00000119042",2
"ENSG00000119048",1
"ENSG00000119121",2
"ENSG00000119125",2
"ENSG00000119138",2
"ENSG00000119139",2
"ENSG00000119147",2
"ENSG00000119185",2
"ENSG00000119203",2
"ENSG00000119227",2
"ENSG00000119231",2
"ENSG00000119242",2
"ENSG00000119280",1
"ENSG00000119283",2
"ENSG00000119285",2
"ENSG00000119314",2
"ENSG00000119318",1
"ENSG00000119321",2
"ENSG00000119326",1
"ENSG00000119328",2
"ENSG00000119333",1
"ENSG00000119335",3
"ENSG00000119383",1
"ENSG00000119392",2
"ENSG00000119396",1
"ENSG00000119397",2
"ENSG00000119401",2
"ENSG00000119402",2
"ENSG00000119403",2
"ENSG00000119408",2
"ENSG00000119411",2
"ENSG00000119414",1
"ENSG00000119421",3
"ENSG00000119431",2
"ENSG00000119446",2
"ENSG00000119457",2
"ENSG00000119471",1
"ENSG00000119487",2
"ENSG00000119508",2
"ENSG00000119509",2
"ENSG00000119514",2
"ENSG00000119522",2
"ENSG00000119523",2
"ENSG00000119535",2
"ENSG00000119537",2
"ENSG00000119541",2
"ENSG00000119547",2
"ENSG00000119559",2
"ENSG00000119574",2
"ENSG00000119596",1
"ENSG00000119599",2
"ENSG00000119608",2
"ENSG00000119614",2
"ENSG00000119616",2
"ENSG00000119630",2
"ENSG00000119632",2
"ENSG00000119636",2
"ENSG00000119638",1
"ENSG00000119640",2
"ENSG00000119650",2
"ENSG00000119655",1
"ENSG00000119661",2
"ENSG00000119669",1
"ENSG00000119673",2
"ENSG00000119681",2
"ENSG00000119682",2
"ENSG00000119684",2
"ENSG00000119685",2
"ENSG00000119686",2
"ENSG00000119688",2
"ENSG00000119689",1
"ENSG00000119698",2
"ENSG00000119699",2
"ENSG00000119703",2
"ENSG00000119705",1
"ENSG00000119707",1
"ENSG00000119711",1
"ENSG00000119714",2
"ENSG00000119715",2
"ENSG00000119718",2
"ENSG00000119720",2
"ENSG00000119723",2
"ENSG00000119725",2
"ENSG00000119729",1
"ENSG00000119737",2
"ENSG00000119760",1
"ENSG00000119771",2
"ENSG00000119772",2
"ENSG00000119777",1
"ENSG00000119778",2
"ENSG00000119782",2
"ENSG00000119787",2
"ENSG00000119801",1
"ENSG00000119812",2
"ENSG00000119820",2
"ENSG00000119844",2
"ENSG00000119862",2
"ENSG00000119865",1
"ENSG00000119866",2
"ENSG00000119878",2
"ENSG00000119888",1
"ENSG00000119899",2
"ENSG00000119900",2
"ENSG00000119906",2
"ENSG00000119912",2
"ENSG00000119913",2
"ENSG00000119915",2
"ENSG00000119917",2
"ENSG00000119919",2
"ENSG00000119922",2
"ENSG00000119927",1
"ENSG00000119929",2
"ENSG00000119938",3
"ENSG00000119943",2
"ENSG00000119946",2
"ENSG00000119950",1
"ENSG00000119953",2
"ENSG00000119965",2
"ENSG00000119969",2
"ENSG00000119973",2
"ENSG00000119977",2
"ENSG00000119979",2
"ENSG00000119986",2
"ENSG00000120008",2
"ENSG00000120029",2
"ENSG00000120049",1
"ENSG00000120051",2
"ENSG00000120053",3
"ENSG00000120054",2
"ENSG00000120055",2
"ENSG00000120057",2
"ENSG00000120063",1
"ENSG00000120068",1
"ENSG00000120071",2
"ENSG00000120075",1
"ENSG00000120088",2
"ENSG00000120093",2
"ENSG00000120094",2
"ENSG00000120129",3
"ENSG00000120137",1
"ENSG00000120149",2
"ENSG00000120156",2
"ENSG00000120158",2
"ENSG00000120159",2
"ENSG00000120160",2
"ENSG00000120162",2
"ENSG00000120210",2
"ENSG00000120211",2
"ENSG00000120215",2
"ENSG00000120217",2
"ENSG00000120235",2
"ENSG00000120242",2
"ENSG00000120251",1
"ENSG00000120253",2
"ENSG00000120254",2
"ENSG00000120256",2
"ENSG00000120262",2
"ENSG00000120265",1
"ENSG00000120278",2
"ENSG00000120279",2
"ENSG00000120280",2
"ENSG00000120289",2
"ENSG00000120306",1
"ENSG00000120314",2
"ENSG00000120318",2
"ENSG00000120329",2
"ENSG00000120332",2
"ENSG00000120333",2
"ENSG00000120334",2
"ENSG00000120337",2
"ENSG00000120341",2
"ENSG00000120370",2
"ENSG00000120436",2
"ENSG00000120437",1
"ENSG00000120438",1
"ENSG00000120440",2
"ENSG00000120451",2
"ENSG00000120457",2
"ENSG00000120458",2
"ENSG00000120471",2
"ENSG00000120498",2
"ENSG00000120500",2
"ENSG00000120509",1
"ENSG00000120519",2
"ENSG00000120526",2
"ENSG00000120533",2
"ENSG00000120539",2
"ENSG00000120549",2
"ENSG00000120563",2
"ENSG00000120594",2
"ENSG00000120616",2
"ENSG00000120645",2
"ENSG00000120647",2
"ENSG00000120656",2
"ENSG00000120658",2
"ENSG00000120659",2
"ENSG00000120662",2
"ENSG00000120669",2
"ENSG00000120675",1
"ENSG00000120685",2
"ENSG00000120686",1
"ENSG00000120688",2
"ENSG00000120690",2
"ENSG00000120693",2
"ENSG00000120694",1
"ENSG00000120696",2
"ENSG00000120697",2
"ENSG00000120699",2
"ENSG00000120705",1
"ENSG00000120708",1
"ENSG00000120709",2
"ENSG00000120725",2
"ENSG00000120727",3
"ENSG00000120729",2
"ENSG00000120733",1
"ENSG00000120738",3
"ENSG00000120742",1
"ENSG00000120756",2
"ENSG00000120784",2
"ENSG00000120798",2
"ENSG00000120800",2
"ENSG00000120802",1
"ENSG00000120805",1
"ENSG00000120820",2
"ENSG00000120832",2
"ENSG00000120833",2
"ENSG00000120837",2
"ENSG00000120860",2
"ENSG00000120868",2
"ENSG00000120875",2
"ENSG00000120885",3
"ENSG00000120889",1
"ENSG00000120896",2
"ENSG00000120899",1
"ENSG00000120903",2
"ENSG00000120907",2
"ENSG00000120910",2
"ENSG00000120913",2
"ENSG00000120915",2
"ENSG00000120925",2
"ENSG00000120937",3
"ENSG00000120942",2
"ENSG00000120948",1
"ENSG00000120949",2
"ENSG00000120952",2
"ENSG00000120963",2
"ENSG00000120992",2
"ENSG00000121005",2
"ENSG00000121022",2
"ENSG00000121039",2
"ENSG00000121053",2
"ENSG00000121057",2
"ENSG00000121058",2
"ENSG00000121060",2
"ENSG00000121064",2
"ENSG00000121067",2
"ENSG00000121068",1
"ENSG00000121073",2
"ENSG00000121075",2
"ENSG00000121101",2
"ENSG00000121104",1
"ENSG00000121152",2
"ENSG00000121207",2
"ENSG00000121210",2
"ENSG00000121211",2
"ENSG00000121236",2
"ENSG00000121270",2
"ENSG00000121274",2
"ENSG00000121281",2
"ENSG00000121289",2
"ENSG00000121297",2
"ENSG00000121310",1
"ENSG00000121314",2
"ENSG00000121316",2
"ENSG00000121318",2
"ENSG00000121335",2
"ENSG00000121350",2
"ENSG00000121351",2
"ENSG00000121361",1
"ENSG00000121377",2
"ENSG00000121380",2
"ENSG00000121381",2
"ENSG00000121390",1
"ENSG00000121406",2
"ENSG00000121410",2
"ENSG00000121413",2
"ENSG00000121417",2
"ENSG00000121440",2
"ENSG00000121446",2
"ENSG00000121454",2
"ENSG00000121481",2
"ENSG00000121486",2
"ENSG00000121542",2
"ENSG00000121552",2
"ENSG00000121570",2
"ENSG00000121577",3
"ENSG00000121578",2
"ENSG00000121579",1
"ENSG00000121594",2
"ENSG00000121621",2
"ENSG00000121634",2
"ENSG00000121644",2
"ENSG00000121653",1
"ENSG00000121671",1
"ENSG00000121680",2
"ENSG00000121690",2
"ENSG00000121691",3
"ENSG00000121716",2
"ENSG00000121741",1
"ENSG00000121742",2
"ENSG00000121743",2
"ENSG00000121749",2
"ENSG00000121753",1
"ENSG00000121764",2
"ENSG00000121766",1
"ENSG00000121769",4
"ENSG00000121774",3
"ENSG00000121775",2
"ENSG00000121797",2
"ENSG00000121807",2
"ENSG00000121851",1
"ENSG00000121853",2
"ENSG00000121858",2
"ENSG00000121864",2
"ENSG00000121871",2
"ENSG00000121879",2
"ENSG00000121892",2
"ENSG00000121895",2
"ENSG00000121897",2
"ENSG00000121898",2
"ENSG00000121900",2
"ENSG00000121903",2
"ENSG00000121904",2
"ENSG00000121905",1
"ENSG00000121931",2
"ENSG00000121933",2
"ENSG00000121940",2
"ENSG00000121957",2
"ENSG00000121964",2
"ENSG00000121966",1
"ENSG00000121988",2
"ENSG00000121989",2
"ENSG00000122008",2
"ENSG00000122012",2
"ENSG00000122025",2
"ENSG00000122026",2
"ENSG00000122033",1
"ENSG00000122034",1
"ENSG00000122035",2
"ENSG00000122042",1
"ENSG00000122068",2
"ENSG00000122085",2
"ENSG00000122121",1
"ENSG00000122122",2
"ENSG00000122126",2
"ENSG00000122133",2
"ENSG00000122136",2
"ENSG00000122140",1
"ENSG00000122145",2
"ENSG00000122176",1
"ENSG00000122180",2
"ENSG00000122188",2
"ENSG00000122194",3
"ENSG00000122203",1
"ENSG00000122218",1
"ENSG00000122223",2
"ENSG00000122224",2
"ENSG00000122254",2
"ENSG00000122257",2
"ENSG00000122299",2
"ENSG00000122304",4
"ENSG00000122335",2
"ENSG00000122359",1
"ENSG00000122367",3
"ENSG00000122375",2
"ENSG00000122376",2
"ENSG00000122378",3
"ENSG00000122386",2
"ENSG00000122390",2
"ENSG00000122406",4
"ENSG00000122417",2
"ENSG00000122420",2
"ENSG00000122435",2
"ENSG00000122477",1
"ENSG00000122481",2
"ENSG00000122482",2
"ENSG00000122483",2
"ENSG00000122484",2
"ENSG00000122490",2
"ENSG00000122507",2
"ENSG00000122512",2
"ENSG00000122515",1
"ENSG00000122543",2
"ENSG00000122545",1
"ENSG00000122547",2
"ENSG00000122550",2
"ENSG00000122557",2
"ENSG00000122565",1
"ENSG00000122566",3
"ENSG00000122574",1
"ENSG00000122584",2
"ENSG00000122585",1
"ENSG00000122591",2
"ENSG00000122592",2
"ENSG00000122641",2
"ENSG00000122642",1
"ENSG00000122643",2
"ENSG00000122644",2
"ENSG00000122674",2
"ENSG00000122678",2
"ENSG00000122679",2
"ENSG00000122687",2
"ENSG00000122691",2
"ENSG00000122692",2
"ENSG00000122694",2
"ENSG00000122696",2
"ENSG00000122705",3
"ENSG00000122707",2
"ENSG00000122711",2
"ENSG00000122728",2
"ENSG00000122729",2
"ENSG00000122733",2
"ENSG00000122735",2
"ENSG00000122741",2
"ENSG00000122756",1
"ENSG00000122778",2
"ENSG00000122779",1
"ENSG00000122783",2
"ENSG00000122786",1
"ENSG00000122787",1
"ENSG00000122824",2
"ENSG00000122852",2
"ENSG00000122859",2
"ENSG00000122861",1
"ENSG00000122862",3
"ENSG00000122863",2
"ENSG00000122870",2
"ENSG00000122877",2
"ENSG00000122882",2
"ENSG00000122884",1
"ENSG00000122912",2
"ENSG00000122952",1
"ENSG00000122958",1
"ENSG00000122965",2
"ENSG00000122966",2
"ENSG00000122970",2
"ENSG00000122971",2
"ENSG00000122986",2
"ENSG00000123064",2
"ENSG00000123066",2
"ENSG00000123080",2
"ENSG00000123091",1
"ENSG00000123094",2
"ENSG00000123095",2
"ENSG00000123096",2
"ENSG00000123104",2
"ENSG00000123106",2
"ENSG00000123119",2
"ENSG00000123124",2
"ENSG00000123130",2
"ENSG00000123131",1
"ENSG00000123136",1
"ENSG00000123143",1
"ENSG00000123144",3
"ENSG00000123146",2
"ENSG00000123154",2
"ENSG00000123159",2
"ENSG00000123165",2
"ENSG00000123171",2
"ENSG00000123178",2
"ENSG00000123179",2
"ENSG00000123191",2
"ENSG00000123200",1
"ENSG00000123213",2
"ENSG00000123219",2
"ENSG00000123240",1
"ENSG00000123243",2
"ENSG00000123268",2
"ENSG00000123297",2
"ENSG00000123307",2
"ENSG00000123329",2
"ENSG00000123338",2
"ENSG00000123342",2
"ENSG00000123349",3
"ENSG00000123352",2
"ENSG00000123353",2
"ENSG00000123358",3
"ENSG00000123360",2
"ENSG00000123364",2
"ENSG00000123374",1
"ENSG00000123384",1
"ENSG00000123388",2
"ENSG00000123395",2
"ENSG00000123405",1
"ENSG00000123407",2
"ENSG00000123411",2
"ENSG00000123415",2
"ENSG00000123416",3
"ENSG00000123427",2
"ENSG00000123444",2
"ENSG00000123453",2
"ENSG00000123454",2
"ENSG00000123472",1
"ENSG00000123473",2
"ENSG00000123485",1
"ENSG00000123496",2
"ENSG00000123500",2
"ENSG00000123505",1
"ENSG00000123545",1
"ENSG00000123552",2
"ENSG00000123560",3
"ENSG00000123561",1
"ENSG00000123562",3
"ENSG00000123569",2
"ENSG00000123570",2
"ENSG00000123572",1
"ENSG00000123575",2
"ENSG00000123576",2
"ENSG00000123584",2
"ENSG00000123594",2
"ENSG00000123595",2
"ENSG00000123600",2
"ENSG00000123607",2
"ENSG00000123609",2
"ENSG00000123610",2
"ENSG00000123612",2
"ENSG00000123636",2
"ENSG00000123643",2
"ENSG00000123684",2
"ENSG00000123685",2
"ENSG00000123689",3
"ENSG00000123700",2
"ENSG00000123728",1
"ENSG00000123737",2
"ENSG00000123739",2
"ENSG00000123810",2
"ENSG00000123815",2
"ENSG00000123836",2
"ENSG00000123838",3
"ENSG00000123843",2
"ENSG00000123892",2
"ENSG00000123901",2
"ENSG00000123908",2
"ENSG00000123933",2
"ENSG00000123975",3
"ENSG00000123977",2
"ENSG00000123983",1
"ENSG00000123989",1
"ENSG00000123992",2
"ENSG00000123999",3
"ENSG00000124003",2
"ENSG00000124006",1
"ENSG00000124019",2
"ENSG00000124067",2
"ENSG00000124074",2
"ENSG00000124089",2
"ENSG00000124091",2
"ENSG00000124092",2
"ENSG00000124098",1
"ENSG00000124102",2
"ENSG00000124103",2
"ENSG00000124104",2
"ENSG00000124107",2
"ENSG00000124116",2
"ENSG00000124120",2
"ENSG00000124126",2
"ENSG00000124134",2
"ENSG00000124140",1
"ENSG00000124143",2
"ENSG00000124145",1
"ENSG00000124151",2
"ENSG00000124155",1
"ENSG00000124157",2
"ENSG00000124159",2
"ENSG00000124160",1
"ENSG00000124164",2
"ENSG00000124171",2
"ENSG00000124172",1
"ENSG00000124177",2
"ENSG00000124181",1
"ENSG00000124191",2
"ENSG00000124193",3
"ENSG00000124194",1
"ENSG00000124196",2
"ENSG00000124198",2
"ENSG00000124201",2
"ENSG00000124203",2
"ENSG00000124205",2
"ENSG00000124207",1
"ENSG00000124209",2
"ENSG00000124212",2
"ENSG00000124214",1
"ENSG00000124215",2
"ENSG00000124216",2
"ENSG00000124217",2
"ENSG00000124222",1
"ENSG00000124225",2
"ENSG00000124226",2
"ENSG00000124227",2
"ENSG00000124228",2
"ENSG00000124232",2
"ENSG00000124233",2
"ENSG00000124237",2
"ENSG00000124243",2
"ENSG00000124249",2
"ENSG00000124251",2
"ENSG00000124253",3
"ENSG00000124256",2
"ENSG00000124257",2
"ENSG00000124260",2
"ENSG00000124275",2
"ENSG00000124279",2
"ENSG00000124299",2
"ENSG00000124302",2
"ENSG00000124313",2
"ENSG00000124333",2
"ENSG00000124334",2
"ENSG00000124343",2
"ENSG00000124356",2
"ENSG00000124357",2
"ENSG00000124370",2
"ENSG00000124374",2
"ENSG00000124380",2
"ENSG00000124383",2
"ENSG00000124391",2
"ENSG00000124406",2
"ENSG00000124422",1
"ENSG00000124429",2
"ENSG00000124440",1
"ENSG00000124444",2
"ENSG00000124449",2
"ENSG00000124459",2
"ENSG00000124466",2
"ENSG00000124467",2
"ENSG00000124469",2
"ENSG00000124479",2
"ENSG00000124486",1
"ENSG00000124490",2
"ENSG00000124491",2
"ENSG00000124493",1
"ENSG00000124496",2
"ENSG00000124507",1
"ENSG00000124508",2
"ENSG00000124523",2
"ENSG00000124532",2
"ENSG00000124535",2
"ENSG00000124541",2
"ENSG00000124557",2
"ENSG00000124562",3
"ENSG00000124564",2
"ENSG00000124568",2
"ENSG00000124570",2
"ENSG00000124571",2
"ENSG00000124574",2
"ENSG00000124575",2
"ENSG00000124587",2
"ENSG00000124588",2
